1.000000000000000021e-03;9.765625000000000000e-02;9.960937500000000000e-02;6.152343750000000000e-02;0.000000000000000000e+00;9.960937500000000000e-02
4.222222222222221828e-03;4.179687500000000000e-01;4.394531250000000000e-01;2.646484375000000000e-01;3.906250000000000000e-03;4.541015625000000000e-01
7.444444444444443636e-03;5.781250000000000000e-01;6.787109375000000000e-01;4.541015625000000000e-01;6.835937500000000000e-03;7.167968750000000000e-01
1.066666666666666458e-02;6.093750000000000000e-01;8.203125000000000000e-01;5.869140625000000000e-01;1.074218750000000000e-02;8.701171875000000000e-01
1.388888888888888812e-02;6.289062500000000000e-01;8.857421875000000000e-01;6.845703125000000000e-01;1.464843750000000000e-02;9.423828125000000000e-01
1.711111111111111166e-02;6.455078125000000000e-01;9.150390625000000000e-01;7.539062500000000000e-01;2.539062500000000000e-02;9.736328125000000000e-01
2.033333333333333173e-02;6.601562500000000000e-01;9.355468750000000000e-01;8.046875000000000000e-01;4.101562500000000000e-02;9.853515625000000000e-01
2.355555555555555181e-02;6.718750000000000000e-01;9.414062500000000000e-01;8.447265625000000000e-01;4.003906250000000000e-02;9.941406250000000000e-01
2.677777777777777535e-02;6.884765625000000000e-01;9.462890625000000000e-01;8.759765625000000000e-01;5.566406250000000000e-02;9.960937500000000000e-01
2.999999999999999889e-02;6.933593750000000000e-01;9.511718750000000000e-01;9.003906250000000000e-01;6.738281250000000000e-02;1.000000000000000000e+00
