1.000000000000000021e-03;1.455078125000000000e-01;1.503906250000000000e-01;1.015625000000000000e-01;0.000000000000000000e+00;1.523437500000000000e-01
2.000000000000000042e-03;3.281250000000000000e-01;3.544921875000000000e-01;2.656250000000000000e-01;9.765625000000000000e-04;3.867187500000000000e-01
3.000000000000000062e-03;4.609375000000000000e-01;5.097656250000000000e-01;3.789062500000000000e-01;2.929687500000000000e-03;5.937500000000000000e-01
4.000000000000000083e-03;5.449218750000000000e-01;6.113281250000000000e-01;4.794921875000000000e-01;4.882812500000000000e-03;7.246093750000000000e-01
5.000000000000000104e-03;5.976562500000000000e-01;6.923828125000000000e-01;5.517578125000000000e-01;9.765625000000000000e-03;8.320312500000000000e-01
6.000000000000000125e-03;6.318359375000000000e-01;7.421875000000000000e-01;6.269531250000000000e-01;7.812500000000000000e-03;9.062500000000000000e-01
7.000000000000000146e-03;6.533203125000000000e-01;7.685546875000000000e-01;6.728515625000000000e-01;1.660156250000000000e-02;9.511718750000000000e-01
8.000000000000000167e-03;6.816406250000000000e-01;8.007812500000000000e-01;7.070312500000000000e-01;1.562500000000000000e-02;9.746093750000000000e-01
9.000000000000001055e-03;6.943359375000000000e-01;8.222656250000000000e-01;7.363281250000000000e-01;2.441406250000000000e-02;9.902343750000000000e-01
1.000000000000000021e-02;7.070312500000000000e-01;8.320312500000000000e-01;7.626953125000000000e-01;2.148437500000000000e-02;9.941406250000000000e-01
